City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
288,Tlacojalpan,MX,2020-11-07 00:48:46,18.23,-95.95,72.41,81,100,4.29
289,Margate,GB,2020-11-07 00:45:38,51.38,1.39,51.01,66,0,5.99
290,Tiarei,PF,2020-11-07 00:46:09,-17.53,-149.33,86.0,58,75,12.75
291,Przhevalskoye,RU,2020-11-07 00:48:46,55.51,31.85,45.07,92,100,10.45
292,Great Yarmouth,GB,2020-11-07 00:48:46,52.61,1.73,50.0,92,0,9.62
293,Geraldton,AU,2020-11-07 00:45:00,-28.77,114.6,73.4,53,0,4.7
294,Teya,RU,2020-11-07 00:48:46,60.38,92.63,24.55,96,100,7.58
295,Moyobamba,PE,2020-11-07 00:48:47,-6.05,-76.97,69.48,77,61,1.72
296,Jensen Beach,US,2020-11-07 00:48:47,27.25,-80.23,78.8,78,40,14.99
297,Mandalgovi,MN,2020-11-07 00:48:47,45.76,106.27,22.95,83,0,11.32
298,Kodiak,US,2020-11-07 00:48:47,57.79,-152.41,44.6,65,20,1.07
299,Kruisfontein,ZA,2020-11-07 00:48:47,-34.0,24.73,57.0,94,100,1.99
300,Mumford,GH,2020-11-07 00:48:48,5.26,-0.76,78.93,89,54,10.69
301,Pangai,TO,2020-11-07 00:44:32,-19.8,-174.35,80.6,65,20,9.17
302,Suwanee,US,2020-11-07 00:48:36,34.05,-84.07,61.0,79,93,7.58
303,Invermere,CA,2020-11-07 00:48:48,50.52,-116.04,35.01,87,28,3.6
304,Tuy Hoa,VN,2020-11-07 00:48:48,13.08,109.3,78.22,88,52,9.31
305,Bartica,GY,2020-11-07 00:48:48,6.4,-58.62,77.0,94,20,4.7
306,Sitka,US,2020-11-07 00:44:07,57.05,-135.33,39.2,86,90,5.82
307,San Andres,CO,2020-11-07 00:48:49,12.58,-81.7,77.0,94,40,1.61
308,Bilibino,RU,2020-11-07 00:48:49,68.05,166.44,10.36,90,100,8.66
309,Kudahuvadhoo,MV,2020-11-07 00:45:47,2.67,72.89,82.36,69,13,2.8
310,Te Anau,NZ,2020-11-07 00:46:08,-45.42,167.72,56.17,57,99,5.99
311,Nelson Bay,AU,2020-11-07 00:45:49,-32.72,152.15,69.8,60,75,5.82
312,Florianopolis,BR,2020-11-07 00:48:49,-27.61,-48.5,73.0,82,40,8.05
313,Komsomolskiy,UZ,2020-11-07 00:48:50,40.43,71.72,35.6,34,72,4.7
314,Marquette,US,2020-11-07 00:47:33,46.53,-87.63,64.4,42,1,12.75
315,Vysotsk,RU,2020-11-07 00:48:50,60.63,28.57,48.99,76,20,13.87
316,Verkhnevilyuysk,RU,2020-11-07 00:48:50,63.45,120.32,-3.91,90,100,5.57
317,Samarai,PG,2020-11-07 00:45:29,-10.62,150.67,82.94,76,9,8.32
318,Kerman,IR,2020-11-07 00:48:50,30.28,57.08,41.0,25,0,4.7
319,Kuryk,KZ,2020-11-07 00:48:50,43.2,51.65,54.3,80,100,13.38
320,Cocal,BR,2020-11-07 00:48:51,-28.62,-49.35,59.77,93,24,2.59
321,Portobelo,PA,2020-11-07 00:48:51,9.55,-79.65,81.0,99,7,8.99
322,Flin Flon,CA,2020-11-07 00:48:51,54.77,-101.86,17.6,85,90,8.05
323,San Quintin,MX,2020-11-07 00:48:51,30.48,-115.95,66.11,86,4,9.75
324,Brownsville,US,2020-11-07 00:45:53,25.9,-97.5,77.0,69,1,9.17
325,Sao Joao Da Barra,BR,2020-11-07 00:48:51,-21.64,-41.05,70.65,83,100,10.47
326,Pochutla,MX,2020-11-07 00:46:24,15.74,-96.47,80.6,74,90,2.35
327,Liverpool,GB,2020-11-07 00:44:27,53.41,-2.98,43.0,93,94,4.7
328,Clyde River,CA,2020-11-07 00:48:52,70.47,-68.59,6.8,84,75,18.34
329,Forssa,FI,2020-11-07 00:48:52,60.81,23.62,39.99,92,0,6.87
330,Falkenberg,SE,2020-11-07 00:48:52,56.91,12.49,50.0,100,9,3.36
331,Trelaze,FR,2020-11-07 00:48:52,47.45,-0.47,51.01,93,75,6.93
332,Ahipara,NZ,2020-11-07 00:44:11,-35.17,173.17,67.77,86,99,14.72
333,Paamiut,GL,2020-11-07 00:44:21,61.99,-49.67,32.27,97,100,27.31
334,Sokolo,ML,2020-11-07 00:48:53,14.73,-6.12,82.26,18,0,9.28
335,Charters Towers,AU,2020-11-07 00:44:05,-20.1,146.27,91.06,34,0,15.37
336,Epe,NG,2020-11-07 00:48:53,6.58,3.98,77.16,93,4,4.03
337,Kjollefjord,NO,2020-11-07 00:48:53,70.95,27.35,40.17,80,100,26.17
338,Hamilton,US,2020-11-07 00:43:54,39.18,-84.53,57.99,76,1,2.75
339,Isangel,VU,2020-11-07 00:48:54,-19.55,169.27,86.0,74,75,5.82
340,Kashan,IR,2020-11-07 00:48:54,33.98,51.44,53.31,38,68,4.5
341,Tommot,RU,2020-11-07 00:46:06,58.96,126.29,8.4,93,94,2.44
342,Snezhnogorsk,RU,2020-11-07 00:48:54,69.19,33.25,33.8,89,40,2.24
343,Nizhniy Tsasuchey,RU,2020-11-07 00:48:54,50.52,115.13,20.7,89,100,28.14
344,Tura,IN,2020-11-07 00:48:54,25.52,90.22,63.27,92,0,3.83
345,Matagami,CA,2020-11-07 00:48:55,49.75,-77.63,42.8,87,90,8.05
346,San Julian,MX,2020-11-07 00:48:55,21.02,-102.17,56.97,38,42,0.94
347,Spas-Klepiki,RU,2020-11-07 00:48:55,55.13,40.18,36.73,87,100,5.06
348,La Rioja,ES,2020-11-07 00:48:55,42.25,-2.5,60.8,82,40,18.34
349,Macae,BR,2020-11-07 00:44:28,-22.37,-41.79,71.6,83,75,9.17
350,Hasaki,JP,2020-11-07 00:44:54,35.73,140.83,59.0,71,75,1.12
351,Leningradskiy,RU,2020-11-07 00:48:54,69.38,178.42,27.99,98,100,8.86
352,Kaspiyskiy,RU,2020-11-07 00:48:56,45.39,47.37,48.83,71,100,15.43
353,Ayagoz,KZ,2020-11-07 00:48:56,47.97,80.44,33.01,86,0,5.7
354,Sao Jose Da Coroa Grande,BR,2020-11-07 00:48:56,-8.9,-35.15,78.06,85,91,10.45
355,Atar,MR,2020-11-07 00:48:56,20.52,-13.05,83.93,22,100,2.08
356,Asau,RO,2020-11-07 00:48:56,46.43,26.4,45.0,91,12,3.65
357,Rivadavia,AR,2020-11-07 00:48:56,-33.19,-68.46,80.6,22,0,3.36
358,Westerland,DE,2020-11-07 00:48:57,54.91,8.3,51.8,93,25,6.93
359,Port Blair,IN,2020-11-07 00:45:45,11.67,92.75,82.11,79,0,8.97
360,Tukums,LV,2020-11-07 00:48:57,56.97,23.16,46.4,100,0,4.7
361,Tubajon,PH,2020-11-07 00:48:57,10.33,125.56,76.41,90,100,10.07
362,Tshikapa,CD,2020-11-07 00:48:57,-6.42,20.8,68.29,94,27,1.45
363,Dannenberg,DE,2020-11-07 00:48:57,53.1,11.09,48.99,92,17,4.0
364,The Valley,AI,2020-11-07 00:48:58,18.22,-63.06,81.0,78,20,6.93
365,Podgorodnyaya Pokrovka,RU,2020-11-07 00:48:58,51.83,54.99,41.0,83,90,6.71
366,North Bend,US,2020-11-07 00:48:58,43.41,-124.22,51.8,76,20,12.75
367,Muncar,ID,2020-11-07 00:48:58,-8.43,114.33,84.36,62,0,3.04
368,Belen,TR,2020-11-07 00:48:59,36.49,36.22,57.2,100,40,4.7
369,Waingapu,ID,2020-11-07 00:48:59,-9.66,120.26,86.95,52,16,4.07
370,Kikerino,RU,2020-11-07 00:48:59,59.47,29.63,50.0,76,0,24.61
371,Tomatlan,MX,2020-11-07 00:48:59,19.93,-105.25,74.75,87,19,1.16
372,Anajatuba,BR,2020-11-07 00:49:00,-3.26,-44.62,75.33,94,100,3.13
373,Karratha,AU,2020-11-07 00:46:14,-20.74,116.85,88.34,22,0,14.58
374,Juruti,BR,2020-11-07 00:49:00,-2.15,-56.09,76.87,86,98,5.84
375,Ravar,IR,2020-11-07 00:49:00,31.27,56.81,56.75,32,73,6.69
376,Nabire,ID,2020-11-07 00:49:01,-3.37,135.48,86.61,60,100,5.01
377,Ruangwa,TZ,2020-11-07 00:49:01,-10.07,38.93,69.58,91,94,3.27
378,Santa Cruz,BO,2020-11-07 00:47:42,-17.8,-63.17,84.2,66,54,4.7
379,Mount Isa,AU,2020-11-07 00:49:02,-20.73,139.5,87.8,10,0,17.22
380,Rigaud,CA,2020-11-07 00:49:02,45.48,-74.3,59.0,71,100,4.0
381,Lavrentiya,RU,2020-11-07 00:49:02,65.58,-171.0,35.47,84,32,26.8
382,Puerto Madero,MX,2020-11-07 00:49:03,14.72,-92.42,80.6,100,75,4.43
383,Nganjuk,ID,2020-11-07 00:49:03,-7.61,111.9,83.84,67,67,8.34
384,Puerto Escondido,MX,2020-11-07 00:49:04,15.85,-97.07,82.4,61,75,5.5
385,San Vicente,AR,2020-11-07 00:49:04,-26.62,-54.13,65.07,46,0,2.28
386,Davila,PH,2020-11-07 00:49:04,18.47,120.58,78.8,83,20,3.36
387,Kamina,CD,2020-11-07 00:49:05,-8.74,24.99,64.96,99,32,4.92
388,Talcahuano,CL,2020-11-07 00:49:05,-36.72,-73.12,57.2,76,0,13.87
389,Namibe,AO,2020-11-07 00:45:00,-15.2,12.15,71.6,59,78,9.33
390,Lazaro Cardenas,MX,2020-11-07 00:47:48,17.96,-102.2,78.62,84,1,5.53
391,Le Mans,FR,2020-11-07 00:49:06,48.0,0.2,48.2,93,0,3.36
392,Vila Velha,BR,2020-11-07 00:49:06,-20.33,-40.29,73.4,88,90,9.17
393,Chicama,PE,2020-11-07 00:49:06,-7.84,-79.15,60.96,82,9,2.21
394,Panaba,MX,2020-11-07 00:49:06,21.28,-88.27,74.89,88,12,7.45
395,Palmer,US,2020-11-07 00:49:06,42.16,-72.33,59.0,62,20,5.3
396,Udachnyy,RU,2020-11-07 00:49:07,66.42,112.4,-0.4,84,75,2.24
397,Riberalta,BO,2020-11-07 00:47:07,-10.98,-66.1,83.34,49,100,2.15
398,Belomorsk,RU,2020-11-07 00:49:07,64.52,34.77,39.92,72,0,14.25
399,Taybad,IR,2020-11-07 00:49:07,34.74,60.78,49.84,43,97,4.27
400,Ordzhonikidze,KZ,2020-11-07 00:49:07,52.44,61.74,41.13,66,100,12.12
401,Mount Gambier,AU,2020-11-07 00:49:01,-37.83,140.77,57.2,62,90,14.99
402,Bichura,RU,2020-11-07 00:49:07,50.59,107.6,18.36,86,5,6.85
403,Ukhta,RU,2020-11-07 00:49:08,63.57,53.68,31.75,98,88,3.98
404,Port Keats,AU,2020-11-07 00:49:08,-14.25,129.55,90.3,57,78,10.94
405,Huilong,CN,2020-11-07 00:45:09,31.81,121.66,70.0,68,83,7.67
406,Rumphi,MW,2020-11-07 00:49:08,-11.02,33.86,70.65,50,56,8.41
407,Albufeira,PT,2020-11-07 00:49:08,37.09,-8.25,62.6,88,40,3.36
408,Okhotsk,RU,2020-11-07 00:45:48,59.38,143.3,10.56,90,46,17.76
409,Sambava,MG,2020-11-07 00:49:09,-14.27,50.17,71.19,89,100,10.09
410,Douglas,US,2020-11-07 00:49:09,41.3,-96.17,68.0,56,1,16.11
411,Grindavik,IS,2020-11-07 00:49:09,63.84,-22.43,39.2,69,75,18.34
412,Melur,IN,2020-11-07 00:49:09,10.05,78.33,75.2,100,20,2.24
413,Mandera,KE,2020-11-07 00:49:09,3.94,41.87,78.73,75,67,10.69
414,Sena Madureira,BR,2020-11-07 00:49:09,-9.07,-68.66,81.1,58,99,0.83
415,Jiexiu,CN,2020-11-07 00:49:10,37.02,111.91,48.99,42,0,8.34
416,Fairbanks,US,2020-11-07 00:49:10,64.84,-147.72,28.0,92,90,10.49
417,Nueve De Julio,AR,2020-11-07 00:46:11,-35.44,-60.88,66.0,81,99,10.07
418,Hit,IQ,2020-11-07 00:49:10,33.64,42.83,63.81,55,0,8.48
419,Agadir,MA,2020-11-07 00:44:15,30.42,-9.6,60.8,82,0,8.05
420,Olga,RU,2020-11-07 00:49:10,43.74,135.29,53.31,50,100,5.57
421,Vardo,NO,2020-11-07 00:49:11,70.37,31.11,41.2,72,28,24.76
422,Harper,LR,2020-11-07 00:49:11,4.38,-7.72,77.45,86,100,4.45
423,Haimen,CN,2020-11-07 00:49:11,23.19,116.61,77.0,53,75,6.71
424,Sorland,NO,2020-11-07 00:49:11,67.67,12.69,46.42,89,100,28.05
425,Bandar-E Lengeh,IR,2020-11-07 00:49:11,26.56,54.88,71.6,78,7,6.93
426,Aden,YE,2020-11-07 00:48:28,12.78,45.04,79.41,70,58,18.45
427,Pocone,BR,2020-11-07 00:49:12,-16.26,-56.62,81.82,37,3,4.85
428,Krasnyy Chikoy,RU,2020-11-07 00:49:12,50.36,108.75,15.3,88,40,9.37
429,Iqaluit,CA,2020-11-07 00:49:12,63.75,-68.51,1.4,70,75,23.04
430,Solnechnyy,RU,2020-11-07 00:49:12,50.72,136.63,25.86,86,100,2.33
431,Pangkalanbuun,ID,2020-11-07 00:49:12,-2.68,111.62,81.7,75,67,2.57
432,Road Town,VG,2020-11-07 00:48:47,18.42,-64.62,81.0,81,100,10.0
433,Yantal,RU,2020-11-07 00:49:13,56.85,105.25,1.49,90,48,4.0
434,Anadyr,RU,2020-11-07 00:49:13,64.75,177.48,26.6,86,90,20.13
435,Shu,KZ,2020-11-07 00:49:13,43.6,73.76,42.33,51,0,7.23
436,Kalabo,ZM,2020-11-07 00:44:14,-14.97,22.68,74.93,57,59,4.21
437,Klaksvik,FO,2020-11-07 00:49:13,62.23,-6.59,44.6,87,100,9.17
438,Nizwa,OM,2020-11-07 00:49:14,22.93,57.53,62.76,73,95,1.23
439,Bajil,YE,2020-11-07 00:44:57,15.06,43.29,78.76,63,0,1.43
440,Linguere,SN,2020-11-07 00:49:14,15.4,-15.12,84.2,74,0,4.7
441,Morros,BR,2020-11-07 00:48:55,-9.45,-46.3,71.19,95,100,2.68
442,Kiama,AU,2020-11-07 00:49:14,-34.68,150.87,62.6,55,90,14.99
443,Berlevag,NO,2020-11-07 00:49:14,70.86,29.09,40.44,75,0,31.59
444,Saint Anthony,US,2020-11-07 00:49:15,45.02,-93.22,68.0,40,1,11.41
445,Najran,SA,2020-11-07 00:49:15,17.49,44.13,62.6,27,0,0.81
446,Gamba,GA,2020-11-07 00:49:15,-2.65,10.0,76.86,92,100,6.06
447,Salinas,US,2020-11-07 00:49:14,36.68,-121.66,60.8,51,1,19.46
448,Novopokrovka,UA,2020-11-07 00:49:15,49.84,36.55,44.6,87,40,8.95
449,Morondava,MG,2020-11-07 00:49:15,-20.28,44.28,76.93,75,2,3.22
450,Almaznyy,RU,2020-11-07 00:46:16,48.04,40.05,44.6,75,40,11.18
451,Vilyuysk,RU,2020-11-07 00:49:16,63.76,121.62,-6.63,90,100,4.18
452,Naco,MX,2020-11-07 00:49:16,31.33,-109.95,75.0,24,88,8.01
453,Huancabamba,PE,2020-11-07 00:49:16,-5.24,-79.45,61.0,76,97,3.69
454,Yichang,CN,2020-11-07 00:49:16,30.71,111.28,65.3,59,0,3.18
455,Sefophe,BW,2020-11-07 00:49:16,-22.18,27.97,78.66,48,5,4.0
456,Srandakan,ID,2020-11-07 00:49:17,-7.94,110.25,82.65,75,36,7.29
457,Juneau,US,2020-11-07 00:48:54,58.3,-134.42,30.0,86,90,4.7
458,Teknaf,BD,2020-11-07 00:49:17,20.86,92.31,70.29,77,0,4.09
459,Goundi,TD,2020-11-07 00:49:17,9.36,17.37,73.72,37,36,2.75
460,Akdepe,TM,2020-11-07 00:49:17,42.06,59.38,42.8,48,100,4.7
461,Hobyo,SO,2020-11-07 00:49:17,5.35,48.53,79.75,79,27,6.33
462,Curup,ID,2020-11-07 00:49:18,-3.47,102.53,77.25,73,57,2.39
463,Kamenka,RU,2020-11-07 00:49:18,51.32,42.77,37.0,93,0,12.39
464,Kholtoson,RU,2020-11-07 00:49:18,50.3,103.31,15.55,88,0,0.85
465,Luganville,VU,2020-11-07 00:49:18,-15.53,167.17,84.2,74,40,10.29
466,Boa Vista,BR,2020-11-07 00:49:18,2.82,-60.67,80.6,78,75,9.17
467,Lorengau,PG,2020-11-07 00:49:18,-2.02,147.27,85.32,72,100,11.23
468,Kununurra,AU,2020-11-07 00:44:27,-15.77,128.73,82.4,65,90,3.36
469,Flinders,AU,2020-11-07 00:45:44,-34.58,150.86,63.0,55,90,14.99
470,Faya,SA,2020-11-07 00:46:03,18.39,42.45,57.2,82,0,1.92
471,Sur,OM,2020-11-07 00:45:49,22.57,59.53,76.46,70,69,5.03
472,Riyadh,SA,2020-11-07 00:45:43,24.69,46.72,64.4,36,0,3.36
473,Machacamarca,BO,2020-11-07 00:49:19,-18.17,-67.03,51.15,55,95,17.63
474,Sao Gabriel Da Cachoeira,BR,2020-11-07 00:45:36,-0.13,-67.09,75.24,92,100,1.48
475,Pascagoula,US,2020-11-07 00:49:11,30.37,-88.56,69.8,83,1,3.36
476,Missoula,US,2020-11-07 00:49:20,47.02,-113.8,48.2,81,20,11.41
477,Sobolevo,RU,2020-11-07 00:49:20,54.43,31.9,44.01,93,100,13.24
478,Vincennes,FR,2020-11-07 00:49:20,48.85,2.43,48.2,93,98,5.82
479,Gualeguaychu,AR,2020-11-07 00:49:20,-33.01,-58.52,63.86,73,0,8.57
480,Heishan,CN,2020-11-07 00:49:20,41.69,122.11,49.23,43,0,3.8
481,Kosonsoy,UZ,2020-11-07 00:49:20,41.26,71.55,42.8,35,94,6.93
482,Saint-Augustin,CA,2020-11-07 00:46:38,51.23,-58.65,36.12,93,76,4.65
483,Zhigansk,RU,2020-11-07 00:44:22,66.77,123.37,-13.63,89,76,4.38
484,Dongsheng,CN,2020-11-07 00:49:21,39.82,109.98,34.66,71,0,18.39
485,Shelburne,CA,2020-11-07 00:45:04,44.08,-80.2,57.99,67,0,15.61
486,Wanaka,NZ,2020-11-07 00:49:21,-44.7,169.15,59.95,33,100,3.56
487,Gunnedah,AU,2020-11-07 00:49:21,-30.98,150.25,71.6,40,0,5.82
488,Port Hedland,AU,2020-11-07 00:49:21,-20.32,118.57,89.6,33,0,17.22
489,Fernie,CA,2020-11-07 00:47:32,49.5,-115.07,35.6,93,100,3.15
490,Dubbo,AU,2020-11-07 00:45:46,-32.25,148.62,71.6,37,0,5.82
491,Melnikovo,RU,2020-11-07 00:49:22,56.56,84.08,34.0,89,94,8.37
492,Guangyuan,CN,2020-11-07 00:49:22,32.44,105.82,55.99,78,92,3.69
493,Maningrida,AU,2020-11-07 00:49:22,-12.07,134.27,97.34,37,70,1.86
494,Quatre Cocos,MU,2020-11-07 00:49:22,-20.21,57.76,70.0,94,40,2.24
495,Datong,CN,2020-11-07 00:49:22,40.09,113.29,39.63,59,0,9.22
496,Huarmey,PE,2020-11-07 00:46:00,-10.07,-78.15,61.92,85,0,5.46
497,Bandarbeyla,SO,2020-11-07 00:49:23,9.49,50.81,73.35,82,11,7.99
498,Noumea,NC,2020-11-07 00:49:23,-22.28,166.46,86.0,55,0,11.41
499,Tomaszow Lubelski,PL,2020-11-07 00:49:23,50.45,23.42,45.0,98,97,7.49
500,Bay Roberts,CA,2020-11-07 00:49:23,47.6,-53.26,51.8,87,90,21.92
501,Jaguey Grande,CU,2020-11-07 00:49:23,22.53,-81.13,71.6,100,75,6.93
502,Kargopol,RU,2020-11-07 00:49:24,61.51,38.95,38.43,93,100,8.25
503,Opuwo,NA,2020-11-07 00:49:24,-18.06,13.84,64.17,27,16,3.18
504,Chikhli,IN,2020-11-07 00:49:24,20.35,76.25,62.33,45,0,5.7
505,Valvedditturai,LK,2020-11-07 00:49:24,9.82,80.17,81.23,80,82,9.73
506,Yamada,JP,2020-11-07 00:49:24,39.47,141.95,62.58,53,16,7.25
507,Belyy Yar,RU,2020-11-07 00:49:24,53.6,91.39,39.2,80,0,8.95
508,Toora-Khem,RU,2020-11-07 00:49:24,52.47,96.11,23.7,92,100,2.13
509,Darhan,MN,2020-11-07 00:45:04,49.49,105.92,23.23,84,0,5.14
510,Marystown,CA,2020-11-07 00:49:25,47.17,-55.15,52.0,100,100,5.01
511,Storm Lake,US,2020-11-07 00:49:25,42.64,-95.21,63.0,67,1,14.99
512,Kavieng,PG,2020-11-07 00:49:25,-2.57,150.8,84.74,75,80,13.09
513,Shinpokh,PK,2020-11-07 00:49:25,34.33,71.18,51.8,57,5,4.7
514,Haines Junction,CA,2020-11-07 00:49:25,60.75,-137.51,-0.4,77,0,1.12
515,Maniitsoq,GL,2020-11-07 00:49:26,65.42,-52.9,22.8,73,100,4.47
516,San Anselmo,US,2020-11-07 00:49:26,37.97,-122.56,55.4,58,40,5.82
517,Estelle,US,2020-11-07 00:47:34,29.85,-90.11,72.0,94,75,8.05
518,Guerrero Negro,MX,2020-11-07 00:45:25,27.98,-114.06,69.21,79,0,15.03
519,Bima,ID,2020-11-07 00:49:26,-8.47,118.72,88.81,52,0,6.11
520,Iskenderun,TR,2020-11-07 00:49:26,36.59,36.17,62.01,100,40,4.7
521,Bustamante,MX,2020-11-07 00:49:26,26.53,-100.5,67.32,61,0,3.83
522,Pimentel,PE,2020-11-07 00:49:27,-6.84,-79.93,64.4,72,0,12.75
523,Kita,ML,2020-11-07 00:49:27,13.03,-9.49,78.75,33,24,2.26
524,Vila Franca Do Campo,PT,2020-11-07 00:49:27,37.72,-25.43,64.4,68,75,14.99
525,Yerbogachen,RU,2020-11-07 00:49:27,61.28,108.01,-9.87,89,78,4.38
526,Stromness,GB,2020-11-07 00:47:03,58.97,-3.3,44.6,93,55,1.12
527,Vestmanna,FO,2020-11-07 00:45:23,62.16,-7.17,44.6,93,100,14.99
528,Maridi,SS,2020-11-07 00:49:28,4.92,29.47,67.91,93,100,2.28
529,Ourinhos,BR,2020-11-07 00:49:28,-22.98,-49.87,66.69,59,0,10.96
530,Nova Odesa,UA,2020-11-07 00:49:28,47.31,31.79,48.22,73,100,9.66
531,Goundam,ML,2020-11-07 00:49:28,16.41,-3.67,82.62,16,0,7.4
532,Foam Lake,CA,2020-11-07 00:49:28,51.65,-103.53,28.4,79,100,1.12
533,Vanimo,PG,2020-11-07 00:49:29,-2.67,141.3,86.49,60,72,6.22
534,Nanortalik,GL,2020-11-07 00:49:29,60.14,-45.24,34.45,87,100,19.64
535,Moss Point,US,2020-11-07 00:49:29,30.41,-88.53,69.8,83,1,3.36
536,Coquimbo,CL,2020-11-07 00:49:00,-29.95,-71.34,55.4,87,0,6.93
537,Kinsale,IE,2020-11-07 00:49:29,51.71,-8.53,52.0,100,75,11.41
538,Petropavlovsk-Kamchatskiy,RU,2020-11-07 00:48:58,53.05,158.65,35.6,64,40,4.47
539,Nemuro,JP,2020-11-07 00:45:32,43.32,145.57,55.4,76,0,2.24
540,Jardim,BR,2020-11-07 00:49:30,-21.48,-56.14,76.3,39,0,5.75
541,Alexandria,EG,2020-11-07 00:49:30,31.22,29.96,64.4,82,40,14.99
542,Edremit,TR,2020-11-07 00:49:30,39.6,27.02,59.0,72,75,23.04
543,Calama,CL,2020-11-07 00:48:07,-22.47,-68.93,66.2,15,0,18.34
544,Lashio,MM,2020-11-07 00:49:30,22.93,97.75,63.14,81,0,1.03
545,Batagay-Alyta,RU,2020-11-07 00:49:01,67.8,130.41,-14.82,84,0,1.39
546,Trapani,IT,2020-11-07 00:49:30,37.83,12.67,64.0,87,0,4.7
547,Ndjole,GA,2020-11-07 00:49:31,-0.18,10.76,74.43,94,89,1.5
548,Chernyshevskiy,RU,2020-11-07 00:49:31,63.01,112.47,-7.98,90,56,2.3
549,Prince Rupert,CA,2020-11-07 00:49:31,54.32,-130.32,39.2,74,1,4.7
550,Cacoal,BR,2020-11-07 00:49:31,-11.44,-61.45,80.01,61,39,4.14
551,Buala,SB,2020-11-07 00:49:31,-8.14,159.59,85.69,65,18,3.04
552,Shimoda,JP,2020-11-07 00:49:31,34.67,138.95,68.0,82,75,19.46
553,Jumla,NP,2020-11-07 00:49:32,29.27,82.18,38.48,50,0,4.0
554,Polohy,UA,2020-11-07 00:49:32,47.48,36.25,46.45,72,100,8.63
555,Ust-Ilimsk,RU,2020-11-07 00:49:32,58.0,102.66,4.86,93,100,4.81
556,Kaohsiung,TW,2020-11-07 00:49:32,22.62,120.31,78.8,83,90,21.92
557,Jiancheng,CN,2020-11-07 00:49:32,30.39,104.55,64.99,100,0,1.88
558,Chilmari,BD,2020-11-07 00:49:32,25.56,89.67,68.86,85,0,9.84
559,Kodar,IN,2020-11-07 00:49:32,16.98,79.97,72.36,89,0,2.35
560,Lakes Entrance,AU,2020-11-07 00:49:33,-37.88,147.98,57.99,55,100,3.0
561,Kailua,US,2020-11-07 00:49:33,21.4,-157.74,82.4,65,75,11.41
562,Kinkala,CG,2020-11-07 00:49:33,-4.36,14.76,67.98,95,88,2.06
563,Abancay,PE,2020-11-07 00:49:33,-13.63,-72.88,59.68,65,62,5.37
564,Bratsk,RU,2020-11-07 00:49:33,56.13,101.61,10.4,92,90,2.24
565,Tessalit,ML,2020-11-07 00:49:33,20.2,1.01,71.98,21,15,10.87
566,Geilo,NO,2020-11-07 00:49:34,60.53,8.21,33.01,81,0,7.16
567,Srikakulam,IN,2020-11-07 00:49:34,18.3,83.9,73.83,79,0,6.31
568,Bathsheba,BB,2020-11-07 00:49:34,13.22,-59.52,80.6,83,40,17.22
569,Hudson Bay,CA,2020-11-07 00:49:34,52.85,-102.38,25.65,91,99,1.14
570,Tungawan,PH,2020-11-07 00:49:34,7.51,122.37,82.45,77,94,2.75
571,Sola,VU,2020-11-07 00:49:34,-13.88,167.55,86.0,79,75,4.7
572,Olinda,BR,2020-11-07 00:45:05,-8.01,-34.86,80.6,78,40,5.82
573,Teguldet,RU,2020-11-07 00:49:35,57.31,88.17,33.42,96,100,10.29
574,Esik,KZ,2020-11-07 00:49:35,43.36,77.45,26.6,63,0,5.73
575,Talara,PE,2020-11-07 00:49:35,-4.58,-81.27,63.82,85,52,11.99
